subject_id,task,data.value
44662743,T17,[{'0': 1}]
44662743,T19,[{'1': 1}]
44662743,T20,[{'8': 1}]
44662743,T21,[{'0': 1}]
44662743,T22,[{'1': 1}]
44662743,T23,[{'0': 1}]
44662743,T25,[{'0': 1}]
44662743,T26,[{'0': 1}]
44662743,T27,[{'0': 1}]
44662743,T28,[{'8': 1}]
44662743,T29,[{'0': 1}]
44662744,T1,[{'13': 1}]
44662744,T2,[{'13': 1}]
44662744,T3,[{'6': 1}]
44662744,T4,[{'8': 1}]
44662744,T5,[{'1': 1}]
44662744,T7,[{'0': 1}]
44662744,T8,[{'1': 1}]
44662744,T9,[{'9': 1}]
44662744,T10,[{'0': 1}]
44662744,T11,[{'5': 1}]
44662744,T13,[{'8': 1}]
44662744,T14,[{'0': 1}]
44662744,T15,[{'13': 1}]
44662744,T16,[{'0': 1}]
44662744,T17,[{'18': 1}]
44662744,T19,[{'0': 1}]
44662744,T20,[{'0': 1}]
44662744,T21,[{'8': 1}]
44662744,T22,[{'13': 1}]
44662744,T23,[{'0': 1}]
44662744,T25,[{'0': 1}]
44662744,T26,[{'0': 1}]
44662744,T27,[{'1': 1}]
44662744,T28,[{'13': 1}]
44662744,T29,[{'0': 1}]
44662745,T1,[{'0': 1}]
44662745,T2,[{'0': 1}]
44662745,T3,[{'0': 1}]
44662745,T4,[{'6': 1}]
44662745,T5,[{'0': 1}]
44662745,T7,[{'1': 1}]
44662745,T8,[{'7': 1}]
44662745,T9,[{'0': 1}]
44662745,T10,[{'0': 1}]
44662745,T11,[{'0': 1}]
44662745,T13,[{'3': 1}]
44662745,T14,[{'6': 1}]
44662745,T15,[{'0': 1}]
44662745,T16,[{'6': 1}]
44662745,T17,[{'1': 1}]
44662745,T19,[{'0': 1}]
44662745,T20,[{'0': 1}]
44662745,T21,[{'0': 1}]
44662745,T22,[{'13': 1}]
44662745,T23,[{'0': 1}]
44662745,T25,[{'0': 1}]
44662745,T26,[{'0': 1}]
44662745,T27,[{'13': 1}]
44662745,T28,[{'0': 1}]
44662745,T29,[{'13': 1}]
